"Date","Open","High","Low","Close","Volume"
#2013-02-21#,"#N/A N/A","#N/A N/A","#N/A N/A","#N/A N/A","#N/A N/A"
#2013-02-22#,"#N/A N/A","#N/A N/A","#N/A N/A","#N/A N/A","#N/A N/A"
#2013-02-25#,"#N/A N/A","#N/A N/A","#N/A N/A","#N/A N/A","#N/A N/A"
#2013-02-26#,"#N/A N/A","#N/A N/A","#N/A N/A","#N/A N/A","#N/A N/A"
#2013-02-27#,"#N/A N/A","#N/A N/A","#N/A N/A","#N/A N/A","#N/A N/A"
#2013-02-28#,"#N/A N/A","#N/A N/A","#N/A N/A","#N/A N/A","#N/A N/A"
#2013-03-01#,"#N/A N/A","#N/A N/A","#N/A N/A","#N/A N/A","#N/A N/A"
#2013-03-04#,"#N/A N/A","#N/A N/A","#N/A N/A","#N/A N/A","#N/A N/A"
#2013-03-05#,"#N/A N/A","#N/A N/A","#N/A N/A","#N/A N/A","#N/A N/A"
#2013-03-06#,"#N/A N/A","#N/A N/A","#N/A N/A","#N/A N/A","#N/A N/A"
#2013-03-07#,"#N/A N/A","#N/A N/A","#N/A N/A","#N/A N/A","#N/A N/A"
#2013-03-08#,"#N/A N/A","#N/A N/A","#N/A N/A","#N/A N/A","#N/A N/A"
#2013-03-11#,"#N/A N/A","#N/A N/A","#N/A N/A","#N/A N/A","#N/A N/A"
#2013-03-12#,"#N/A N/A","#N/A N/A","#N/A N/A","#N/A N/A","#N/A N/A"
#2013-03-13#,"#N/A N/A","#N/A N/A","#N/A N/A","#N/A N/A","#N/A N/A"
#2013-03-14#,"#N/A N/A","#N/A N/A","#N/A N/A","#N/A N/A","#N/A N/A"
#2013-03-15#,"#N/A N/A","#N/A N/A","#N/A N/A","#N/A N/A","#N/A N/A"
#2013-03-18#,"#N/A N/A","#N/A N/A","#N/A N/A","#N/A N/A","#N/A N/A"
#2013-03-19#,"#N/A N/A","#N/A N/A","#N/A N/A","#N/A N/A","#N/A N/A"
#2013-03-20#,"#N/A N/A","#N/A N/A","#N/A N/A","#N/A N/A","#N/A N/A"
#2013-03-21#,"#N/A N/A","#N/A N/A","#N/A N/A","#N/A N/A","#N/A N/A"
#2013-03-22#,"#N/A N/A","#N/A N/A","#N/A N/A","#N/A N/A","#N/A N/A"
#2013-03-25#,"#N/A N/A","#N/A N/A","#N/A N/A","#N/A N/A","#N/A N/A"
#2013-03-26#,"#N/A N/A","#N/A N/A","#N/A N/A","#N/A N/A","#N/A N/A"
#2013-03-27#,"#N/A N/A","#N/A N/A","#N/A N/A","#N/A N/A","#N/A N/A"
#2013-03-28#,"#N/A N/A","#N/A N/A","#N/A N/A","#N/A N/A","#N/A N/A"
#2013-03-29#,"#N/A N/A","#N/A N/A","#N/A N/A","#N/A N/A","#N/A N/A"
#2013-04-01#,"#N/A N/A","#N/A N/A","#N/A N/A","#N/A N/A","#N/A N/A"
#2013-04-02#,"#N/A N/A","#N/A N/A","#N/A N/A","#N/A N/A","#N/A N/A"
#2013-04-03#,"#N/A N/A","#N/A N/A","#N/A N/A","#N/A N/A","#N/A N/A"
#2013-04-04#,"#N/A N/A","#N/A N/A","#N/A N/A","#N/A N/A","#N/A N/A"
#2013-04-05#,"#N/A N/A","#N/A N/A","#N/A N/A","#N/A N/A","#N/A N/A"
#2013-04-08#,"#N/A N/A","#N/A N/A","#N/A N/A","#N/A N/A","#N/A N/A"
#2013-04-09#,"#N/A N/A","#N/A N/A","#N/A N/A","#N/A N/A","#N/A N/A"
#2013-04-10#,"#N/A N/A","#N/A N/A","#N/A N/A","#N/A N/A","#N/A N/A"
#2013-04-11#,"#N/A N/A","#N/A N/A","#N/A N/A","#N/A N/A","#N/A N/A"
#2013-04-12#,"#N/A N/A","#N/A N/A","#N/A N/A","#N/A N/A","#N/A N/A"
#2013-04-15#,"#N/A N/A","#N/A N/A","#N/A N/A","#N/A N/A","#N/A N/A"
#2013-04-16#,"#N/A N/A","#N/A N/A","#N/A N/A","#N/A N/A","#N/A N/A"
#2013-04-17#,"#N/A N/A","#N/A N/A","#N/A N/A","#N/A N/A","#N/A N/A"
#2013-04-18#,"#N/A N/A","#N/A N/A","#N/A N/A","#N/A N/A","#N/A N/A"
#2013-04-19#,"#N/A N/A","#N/A N/A","#N/A N/A","#N/A N/A","#N/A N/A"
#2013-04-22#,"#N/A N/A","#N/A N/A","#N/A N/A","#N/A N/A","#N/A N/A"
#2013-04-23#,"#N/A N/A","#N/A N/A","#N/A N/A","#N/A N/A","#N/A N/A"
#2013-04-24#,"#N/A N/A","#N/A N/A","#N/A N/A","#N/A N/A","#N/A N/A"
#2013-04-25#,"#N/A N/A","#N/A N/A","#N/A N/A","#N/A N/A","#N/A N/A"
#2013-04-26#,"#N/A N/A","#N/A N/A","#N/A N/A","#N/A N/A","#N/A N/A"
#2013-04-29#,"#N/A N/A","#N/A N/A","#N/A N/A","#N/A N/A","#N/A N/A"
#2013-04-30#,"#N/A N/A","#N/A N/A","#N/A N/A","#N/A N/A","#N/A N/A"
#2013-05-01#,"#N/A N/A","#N/A N/A","#N/A N/A","#N/A N/A","#N/A N/A"
#2013-05-02#,"#N/A N/A","#N/A N/A","#N/A N/A","#N/A N/A","#N/A N/A"
#2013-05-03#,"#N/A N/A","#N/A N/A","#N/A N/A","#N/A N/A","#N/A N/A"
#2013-05-06#,"#N/A N/A","#N/A N/A","#N/A N/A","#N/A N/A","#N/A N/A"
#2013-05-07#,"#N/A N/A","#N/A N/A","#N/A N/A","#N/A N/A","#N/A N/A"
#2013-05-08#,40,40,40,40,"#N/A N/A"
#2013-05-09#,43.76,44.33,42,42.11,19154786
#2013-05-10#,42.26,42.97,41.78,42.39,2969690
#2013-05-13#,42.3,43.37,42.3,43.32,1053020
#2013-05-14#,44.24,44.749,43.9,44.43,2051983
#2013-05-15#,45.2,45.74,44.85,45.5,2381902
#2013-05-16#,46.28,46.5,45.6001,45.85,1244801
#2013-05-17#,46.13,46.21,45.35,45.52,920949
#2013-05-20#,45.45,45.7299,45.26,45.38,535723
#2013-05-21#,45,45.3,44.41,45.05,668815
#2013-05-22#,45.14,45.38,44.11,44.65,913169
#2013-05-23#,44.03,45.15,44.01,45,881515
#2013-05-24#,44.97,45.1,44.835,45.03,387111
#2013-05-27#,44.97,45.1,44.835,45.03,387111
#2013-05-28#,45.73,45.81,44.05,45.43,719405
#2013-05-29#,45.43,45.65,44.13,44.47,311096
#2013-05-30#,44.5,44.5,44.01,44.25,298595
#2013-05-31#,44.12,44.45,44.04,44.04,154903
#2013-06-03#,44.02,44.58,43.8,44.58,393978
#2013-06-04#,44.48,44.7,43.06,43.19,576710
#2013-06-05#,43,43.19,42.71,42.85,967603
#2013-06-06#,42.71,43.26,42.68,43.23,531075
#2013-06-07#,43.41,43.7602,42.72,42.97,471574
#2013-06-10#,43.03,43.64,42.96,43.64,808336
#2013-06-11#,43.21,44.9,43.03,43.95,329868
#2013-06-12#,43.75,44.045,42.89,43,531518
#2013-06-13#,42.85,43.09,42.53,42.9,500038
#2013-06-14#,43,43.2,42.79,43.09,265257
#2013-06-17#,43.3,43.62,42.55,43.53,472046
#2013-06-18#,44,44.25,43.65,43.89,534571
#2013-06-19#,43.66,44.19,43.01,43.79,343008
#2013-06-20#,43.31,43.73,42.5,43.34,322710
#2013-06-21#,43.41,44.28,42.59,44.19,655712
#2013-06-24#,43.57,43.85,42.315,43.32,347895
#2013-06-25#,43.54,43.74,42.64,43,214614
#2013-06-26#,43.24,43.292,42.02,42.02,753203
#2013-06-27#,42.17,42.71,41.5,42.33,675791
#2013-06-28#,42.29,42.96,42.26,42.56,1403773
#2013-07-01#,42.56,43.26,42.28,42.95,354922
#2013-07-02#,43.01,43.5,42.5,43.06,256025
#2013-07-03#,42.99,43.83,42.25,43.62,493813
#2013-07-04#,42.99,43.83,42.25,43.62,493813
#2013-07-05#,43.98,44,42.95,43.24,197467
#2013-07-08#,43.06,44.25,42.906,43.93,233674
#2013-07-09#,44.08,44.32,43.35,43.69,114964
#2013-07-10#,43.9,44.16,43.28,43.61,129491
#2013-07-11#,43.71,43.84,43.04,43.27,337371
#2013-07-12#,43.19,43.56,43.01,43.5,211477
#2013-07-15#,43.6,43.85,43.2,43.65,215391
#2013-07-16#,43.65,43.9,42.82,43.74,381891
#2013-07-17#,43.66,44.34,43.015,43.83,540274
#2013-07-18#,43.88,44.1,43.67,44.04,93669
#2013-07-19#,43.91,44.24,43.22,44.07,135123
#2013-07-22#,44,44.59,43.59,44.57,129235
#2013-07-23#,44.5,44.6,43.75,44.32,244761
#2013-07-24#,44.3,44.3,43.21,43.52,187198
#2013-07-25#,43.39,43.75,43.225,43.48,217344
#2013-07-26#,43.23,43.62,43.16,43.27,222934
#2013-07-29#,43.01,43.72,43.01,43.47,199287
#2013-07-30#,43.41,43.4499,43,43.39,250354
#2013-07-31#,43.44,45.48,43.15,44.85,733679
#2013-08-01#,46.71,47.5,45.5,46.29,1154978
#2013-08-02#,46.49,46.92,45.16,45.22,498450
#2013-08-05#,44.87,45.42,44.4,45.33,323757
#2013-08-06#,45.09,46,45.04,45.95,368464
#2013-08-07#,45.9,45.9,44.37,45.54,292389
#2013-08-08#,45.63,45.75,45.14,45.38,171814
#2013-08-09#,45.31,45.65,44.8701,45.64,119730
#2013-08-12#,45.44,45.72,45.201,45.58,231392
#2013-08-13#,45.52,45.646,45.1001,45.38,217812
#2013-08-14#,45.25,45.455,45.03,45.3,250554
#2013-08-15#,45,45.09,44.6,44.75,177574
#2013-08-16#,44.7,44.7,44.01,44.16,236395
#2013-08-19#,44.6,45,44.14,44.32,314993
#2013-08-20#,44.42,44.45,43.57,44.29,322661
#2013-08-21#,44.21,44.21,43.68,44,193396
#2013-08-22#,44,44.21,43.66,43.66,120798
#2013-08-23#,43.66,43.805,43.5,43.53,115996
#2013-08-26#,43.55,43.87,43.35,43.43,156235
#2013-08-27#,43.22,43.46,42.78,43.12,226017
#2013-08-28#,43.05,44.25,43.05,43.98,215960
#2013-08-29#,44,44.22,43.61,43.9,170396
#2013-08-30#,43.89,43.89,42.79,43.26,204999
#2013-09-02#,43.89,43.89,42.79,43.26,204999
#2013-09-03#,43.48,43.6,42.95,43.1,193566
#2013-09-04#,43.05,43.66,42.77,43.23,339129
#2013-09-05#,43.21,43.39,43,43.19,62724
#2013-09-06#,43.14,43.49,42.7,42.82,194100
#2013-09-09#,42.82,43.31,42.71,43.15,249745
#2013-09-10#,43.15,43.8,42.868,43.77,422029
#2013-09-11#,43.77,44.64,43.01,43.73,444166
#2013-09-12#,43.81,45.14,43.516,44.47,506491
#2013-09-13#,44.44,44.5708,43.81,44.37,167014
#2013-09-16#,44.54,44.8,43.9728,44.45,224449
#2013-09-17#,44.94,45.74,44.34,44.77,284466
#2013-09-18#,44.8,45.53,44.17,45.09,214733
#2013-09-19#,45.01,45.01,43.85,44,483123
#2013-09-20#,43.94,44.86,43.87,44.72,670634
#2013-09-23#,44.73,45,43.32,44.86,456362
#2013-09-24#,45,45.2,44.65,44.76,505031
#2013-09-25#,44.81,45.09,44.5,44.69,174442
#2013-09-26#,44.66,45.31,44.61,45.1,230501
#2013-09-27#,44.91,45.0705,44.45,44.93,276377
#2013-09-30#,44.57,45.11,44.01,44.88,203913
#2013-10-01#,44.81,45.5,44.26,44.67,543695
#2013-10-02#,44.4,44.79,43.93,44.04,318037
#2013-10-03#,43.97,44.07,43.06,43.25,257288
#2013-10-04#,43.09,44.17,42.97,43.98,330237
#2013-10-07#,43.74,44.125,42.5,42.55,499278
#2013-10-08#,42.53,42.84,41.1,41.58,1117730
#2013-10-09#,42.39,43.18,41.95,42.22,508882
#2013-10-10#,42.69,42.82,42.13,42.57,234625
#2013-10-11#,42.43,42.615,42,42.23,312922
#2013-10-14#,42.09,42.35,41.72,42.02,396794
#2013-10-15#,42.05,42.7,41.82,41.99,153147
#2013-10-16#,42.07,43.25,42.07,43.12,310358
#2013-10-17#,42.92,43.896,42.9,43.53,264322
#2013-10-18#,43.66,43.95,43.52,43.93,181499
#2013-10-21#,43.85,43.99,43.6,43.98,248016
#2013-10-22#,43.99,44.14,43.58,44.11,288571
#2013-10-23#,44.04,44.04,43.535,43.81,81525
#2013-10-24#,43.76,44.55,43.76,44.55,273551
#2013-10-25#,44.52,44.52,43.99,44.31,175868
#2013-10-28#,44.39,44.5475,43.89,43.9,187306
#2013-10-29#,43.89,44.11,43.62,43.77,187004
#2013-10-30#,43.72,44.01,42.77,43.38,653965
#2013-10-31#,43.75,44.209,40.1,41.99,1466580
#2013-11-01#,42.75,44.18,42.47,43.43,1490104
#2013-11-04#,43.69,44.3,43.68,44.2,336089
#2013-11-05#,44.14,44.35,43.65,44.09,325613
#2013-11-06#,44.08,44.2699,43.59,44,307309
#2013-11-07#,44.01,44.19,43.8,44.05,482082
#2013-11-08#,43.95,44.24,43.53,44.09,338692
#2013-11-11#,44.1,44.42,43.62,43.98,253749
#2013-11-12#,44,44.38,43.2,44.14,361658
#2013-11-13#,43.93,44.42,43.55,44.37,260977
#2013-11-14#,44.3,44.3,43.77,43.97,354383
#2013-11-15#,44,44.21,43.85,43.98,320100
#2013-11-18#,43.64,43.64,42.69,43.31,1040505
#2013-11-19#,42.96,43.24,42.66,42.86,687593
#2013-11-20#,42.51,43.23,42.5,42.88,926417
#2013-11-21#,42.75,43.2601,42.2,43.25,896333
#2013-11-22#,43.19,43.45,42.95,43.11,359833
#2013-11-25#,43,43.4,42.69,42.7,446240
#2013-11-26#,42.8,43.36,42.75,43,423094
#2013-11-27#,43.11,43.48,42.76,42.99,266733
#2013-11-28#,43.11,43.48,42.76,42.99,266733
#2013-11-29#,43.24,43.5,43.04,43.19,101297
#2013-12-02#,43.3,43.39,42.63,42.79,397282
#2013-12-03#,42.47,42.747,42.3,42.35,480048
#2013-12-04#,42.3,42.31,41.79,41.94,420100
#2013-12-05#,41.89,42.058,41.43,41.87,419896
#2013-12-06#,41.96,42.18,41.64,42.03,381780
#2013-12-09#,42.1,42.97,42.02,42.74,428623
#2013-12-10#,43.23,44.52,43.23,43.73,1564214
#2013-12-11#,44.15,44.27,43.47,43.77,727018
#2013-12-12#,43.64,45.24,43.64,45.07,1052629
#2013-12-13#,45,45.26,44.35,44.97,579103
#2013-12-16#,44.97,45.6,44.36,45.15,600769
#2013-12-17#,45.38,45.55,44.74,45.22,715228
#2013-12-18#,45.35,45.74,44.76,45.68,781372
#2013-12-19#,45.35,45.799,45.025,45.16,441430
#2013-12-20#,44.68,46.28,43.82,45.42,1581646
#2013-12-23#,45.92,46.545,45.82,46.2,398650
#2013-12-24#,46.36,46.699,45.936,46.4,154229
#2013-12-25#,46.36,46.699,45.936,46.4,154229
#2013-12-26#,46.51,46.75,46.114,46.48,272543
#2013-12-27#,46.47,46.5818,46.091,46.4,130594
#2013-12-30#,46.4,46.69,46,46.45,167702
#2013-12-31#,46.58,46.58,45.96,46.34,215645
#2014-01-01#,46.58,46.58,45.96,46.34,215645
