"Date","Open","High","Low","Close","Volume"
#2007-03-29#,157.25,158,154.52,156.01,146900
#2007-03-30#,156.4,158.2,155.91,156.31,202200
#2007-04-02#,156.17,156.47,153.72,154.1,184700
#2007-04-03#,154.75,156.37,154.75,156.01,153600
#2007-04-04#,156.01,156.56,155.52,155.78,143700
#2007-04-05#,155.6,157,155.4,156.51,111700
#2007-04-06#,155.6,157,155.4,156.51,111700
#2007-04-09#,156.26,157.27,155.18,155.37,211500
#2007-04-10#,155.37,158.66,155.37,158.59,182200
#2007-04-11#,158.25,158.26,156.14,157.03,113200
#2007-04-12#,155.75,157.65,153.72,156.51,289000
#2007-04-13#,156.87,158.04,156.27,157.86,193800
#2007-04-16#,158.6,160.94,158.6,160.6,248900
#2007-04-17#,161,162.49,160.55,161.59,201200
#2007-04-18#,160.9,162.83,160,160.39,306300
#2007-04-19#,158,158,153.18,156.46,1000600
#2007-04-20#,157.5,157.91,154.1,154.84,354900
#2007-04-23#,155.09,155.98,152.11,152.69,346300
#2007-04-24#,152.39,153.55,150,152.66,333400
#2007-04-25#,153.5,153.59,150.86,152.82,319100
#2007-04-26#,153.25,161.45,152.79,152.91,288800
#2007-04-27#,152.91,153.61,150.3,151.49,358200
#2007-04-30#,151.49,151.56,149.48,149.7,463500
#2007-05-01#,149.62,150.01,147.5,148.85,385900
#2007-05-02#,148.28,150.8,147.88,148.65,400900
#2007-05-03#,148.9,149.91,148.49,148.97,287500
#2007-05-04#,149.04,149.74,148.42,148.92,266000
#2007-05-07#,150.24,150.52,147.05,148.42,441350
#2007-05-08#,147.84,148.35,146.61,147.32,304600
#2007-05-09#,146.65,147.56,144.6,146.13,451500
#2007-05-10#,145.25,146.89,145,145.65,343800
#2007-05-11#,147.25,151.4,147.25,149.09,424662
#2007-05-14#,148.9,149.3,145.66,146.71,446600
#2007-05-15#,146.86,148.06,144.46,144.82,393800
#2007-05-16#,145.38,146.1,143.69,144.7,273000
#2007-05-17#,145.17,148.59,144.55,148.1,528900
#2007-05-18#,148.4,149.09,147.8,148.2,350000
#2007-05-21#,150.2,150.3,146.71,148.32,644000
#2007-05-22#,148.32,149.08,147.1,147.38,247200
#2007-05-23#,148.1,149.6,146.6,147.37,380800
#2007-05-24#,147.36,148.2,145.3,146.28,327600
#2007-05-25#,146.03,146.49,144.1,144.98,308600
#2007-05-28#,146.03,146.49,144.1,144.98,308600
#2007-05-29#,147,147.72,145,146.41,284700
#2007-05-30#,145.9,146.5,145.12,146.43,190600
#2007-05-31#,152.29,154.47,150,153.54,999000
#2007-06-01#,153.34,154.6,153.07,154.3,410000
#2007-06-04#,152.4,153.3,151.53,152.93,215000
#2007-06-05#,152.6,155.42,151.6,152.2,249100
#2007-06-06#,151.2,152.8,151.07,151.24,254500
#2007-06-07#,151.25,151.7,149.04,149.36,369200
#2007-06-08#,149.36,152.21,148.1,152.02,520500
#2007-06-11#,152.67,154.66,151.85,154.33,305900
#2007-06-12#,153.5,158,153.5,155.3,892000
#2007-06-13#,156.3,157.52,154.81,156.96,408800
#2007-06-14#,157.02,158.53,156.83,157.22,287200
#2007-06-15#,158.22,159.1,156.99,157.9,247100
#2007-06-18#,158,160.6,157.31,160.28,395800
#2007-06-19#,160.15,161.6,157.95,161.06,428000
#2007-06-20#,161.61,162.62,157.61,157.87,479000
#2007-06-21#,157.67,157.95,153.55,156.64,444800
#2007-06-22#,156.81,159.6,153.29,155.51,1890100
#2007-06-25#,155.41,157.49,153.93,154.53,267500
#2007-06-26#,155.4,157.9,154.03,156.3,584100
#2007-06-27#,155.99,159.59,155.42,159.5,316900
#2007-06-28#,159.25,160,158.2,158.8,203400
#2007-06-29#,158.9,159.5,155.3,156.59,480100
#2007-07-02#,158.05,166.23,157.65,165.49,600200
#2007-07-03#,165.5,167.1,164.57,165.75,155600
#2007-07-04#,165.5,167.1,164.57,165.75,155600
#2007-07-05#,166.25,166.29,163.11,163.9,211300
#2007-07-06#,164.5,165.75,163.7,165.65,130200
#2007-07-09#,166,166.1,163.62,164.3,200900
#2007-07-10#,164.32,164.42,162.02,163.85,420068
#2007-07-11#,163.79,164.86,162.85,164.86,333600
#2007-07-12#,165.5,166.48,164.47,165.3,359700
#2007-07-13#,167.05,169.6,166.1,168.85,332200
#2007-07-16#,168.8,169.44,166.32,167.07,365400
#2007-07-17#,166.7,167.69,163.07,164.15,517100
#2007-07-18#,165,176,164.98,174.3,1450000
#2007-07-19#,178.65,179.97,172.12,174.91,1370600
#2007-07-20#,173.52,174.1,168.86,171.51,753100
#2007-07-23#,173,174.6,171.01,172.33,424900
#2007-07-24#,171,171,164.62,166.86,790600
#2007-07-25#,168.5,169.64,166.8,168.8,487500
#2007-07-26#,166.85,166.98,161.5,165.4,553900
#2007-07-27#,164.61,166.5,161.11,163.45,465900
#2007-07-30#,162.5,165.87,159.61,164.4,619500
#2007-07-31#,165.5,167.05,159.21,159.5,458900
#2007-08-01#,159.8,160.8,153.4,155.47,816000
#2007-08-02#,155.37,160.3,155.27,157.95,471800
#2007-08-03#,157.95,158.25,149.91,151,784300
#2007-08-06#,151.03,156.3,150.5,156.3,517100
#2007-08-07#,155,159.1,154.2,158.07,571787
#2007-08-08#,158.95,164.99,158.95,162.49,595600
#2007-08-09#,158.95,163.9,151.4,156.43,751200
#2007-08-10#,153,162.67,150.05,158,789700
#2007-08-13#,160.57,168.75,152.1,152.78,786200
#2007-08-14#,154.5,155.7,144.56,146.91,1530500
#2007-08-15#,142.66,150.64,142.66,145.3,717800
#2007-08-16#,144.75,154.3,139.2,153.28,1015300
#2007-08-17#,158,163.01,156.8,161.25,1009200
#2007-08-20#,161.58,161.58,154.55,158.1,366000
#2007-08-21#,157.48,159.45,156,158.51,269100
#2007-08-22#,160.5,163.44,158.1,160.4,807300
#2007-08-23#,160.65,162,158.9,159.87,545300
#2007-08-24#,160.2,160.2,155.03,158.66,269700
#2007-08-27#,158.5,160.2,157,157.32,232600
#2007-08-28#,156.32,156.9,150.01,150.35,311700
#2007-08-29#,151.25,154.83,149.58,154.73,356800
#2007-08-30#,153.09,155.46,152.4,154.14,212900
#2007-08-31#,156.88,157.1,154.3,155.1,183000
#2007-09-03#,156.88,157.1,154.3,155.1,183000
#2007-09-04#,153.95,158.76,153.1,157.6,126200
#2007-09-05#,156.25,157.6,154.2,156.74,208300
#2007-09-06#,158.42,158.42,155,156.69,196000
#2007-09-07#,154.75,155.02,151.91,152.59,243100
#2007-09-10#,152.84,153.87,149.86,152.1,148900
#2007-09-11#,152.3,158.22,152.3,157.58,292100
#2007-09-12#,156.69,157.01,152.9,154.72,257800
#2007-09-13#,155.5,158.69,154.5,158.68,133900
#2007-09-14#,157.68,159.19,155.9,158.21,185300
#2007-09-17#,158.8,159.7,157.59,158,153600
#2007-09-18#,159,170,159,169.5,532200
#2007-09-19#,169.99,175,169.6,170.68,517100
#2007-09-20#,170.4,171,165.09,166.76,235600
#2007-09-21#,167.1,171.1,167,170.08,236300
#2007-09-24#,170.15,170.15,165,165.1,149000
#2007-09-25#,165.42,168.88,164.16,168.88,247000
#2007-09-26#,169,169.82,165.92,168.74,209200
#2007-09-27#,168.77,172.58,168.7,172.58,187400
#2007-09-28#,172.58,173.75,172.3,173.41,187500
#2007-10-01#,174.05,176.22,173.16,175.76,363100
#2007-10-02#,176.6,178.03,175.7,176.75,221200
#2007-10-03#,176.21,180.08,175.5,178.8,310600
#2007-10-04#,178.41,178.5,172.18,177.03,450600
#2007-10-05#,177.45,179.45,176.7,179.32,184300
#2007-10-08#,179.32,180.1,178.1,179.22,200600
#2007-10-09#,179.27,186.3,178.8,186.28,425300
#2007-10-10#,186.28,186.4,183.2,185.32,316000
#2007-10-11#,186.75,188.08,181.75,183.86,263400
#2007-10-12#,183.8,185.13,182.3,184,343600
#2007-10-15#,183.5,183.62,180.3,181.3,219700
#2007-10-16#,182,184.6,180.69,184.19,257200
#2007-10-17#,192.5,198.78,187.75,196,1287500
#2007-10-18#,187.5,192,186.79,191.55,1196700
#2007-10-19#,191.25,193.55,185.61,186.72,493100
#2007-10-22#,186,190.91,184.3,189.84,230800
#2007-10-23#,190.75,191.95,189.09,191.65,408800
#2007-10-24#,191.2,191.43,184.21,189.23,515400
#2007-10-25#,192.5,197.93,192.08,195.15,1198000
#2007-10-26#,197,202.94,195.65,198.43,723500
#2007-10-29#,199.25,199.25,196.04,196.79,263500
#2007-10-30#,196.55,199.2,196.04,197.67,563900
#2007-10-31#,198,207.32,197.68,206.95,598200
#2007-11-01#,205,205.29,198.71,200.45,400200
#2007-11-02#,201.85,202.22,194.42,199.3,596400
#2007-11-05#,198.9,198.9,194.3,195.5,773671
#2007-11-06#,196.5,197.17,191.75,196.8,401200
#2007-11-07#,193.13,195.99,191.48,192.25,534955
#2007-11-08#,192,194.24,185.87,190.9,474100
#2007-11-09#,186.81,194.3,185.71,191.2,378309
#2007-11-12#,193.23,196,188.44,188.97,485740
#2007-11-13#,189.37,196.08,189.37,195.67,327775
#2007-11-14#,196.38,198.6,194.25,196.2,358000
#2007-11-15#,196.01,197.34,194.61,196.5,495200
#2007-11-16#,197.5,197.5,189.28,192.24,483100
#2007-11-19#,189.02,190.33,183.4,184.35,494837
#2007-11-20#,185.5,191.29,182.67,187.75,371600
#2007-11-21#,186.7,190.41,182.1,187.4,633105
#2007-11-22#,186.7,190.41,182.1,187.4,633105
#2007-11-23#,190.49,191.7,188.96,190.6,229303
#2007-11-26#,190.5,191.29,186.8,186.9,272019
#2007-11-27#,188.12,192.31,186.25,192,311000
#2007-11-28#,193.24,201.49,193.24,200.44,730600
#2007-11-29#,200,200.64,196.56,197.63,289300
#2007-11-30#,201.7,202.83,197.54,198.37,293475
#2007-12-03#,201.84,203.81,197.21,203.46,405905
#2007-12-04#,203,204.88,201.65,203.23,485045
#2007-12-05#,209.33,209.33,199.36,202,457216
#2007-12-06#,203,213.05,202.25,212.95,458420
#2007-12-07#,214.35,216.35,211.64,213.16,355388
#2007-12-10#,215.03,224.54,214.55,221.05,555113
#2007-12-11#,223.61,223.61,212.16,213.75,605477
#2007-12-12#,219.99,219.99,205,208,886328
#2007-12-13#,205.01,208.97,202.53,208.97,340524
#2007-12-14#,208,210.4,205.87,208.95,309500
#2007-12-17#,209.49,209.49,203.24,203.24,277262
#2007-12-18#,206.8,207.8,201.47,204.3,414700
#2007-12-19#,201.26,208.59,201.26,206.4,406987
#2007-12-20#,207.09,207.94,203.37,205.16,121900
#2007-12-21#,208.94,217.97,208.71,216.15,489099
#2007-12-24#,217.98,220.24,217.05,219.48,112982
#2007-12-25#,217.98,220.24,217.05,219.48,112982
#2007-12-26#,218.89,223.2,214.76,222.03,316800
#2007-12-27#,218.25,221.18,216.69,218.28,433000
#2007-12-28#,216,220.67,215.6,219.35,522832
#2007-12-31#,219.7,219.7,213.81,216.8,236502
#2008-01-01#,219.7,219.7,213.81,216.8,236502
